GeneID	MeanExpLev	Period	Phase	Beta	pMMC-Beta
HanXRQChr16g0513571	1.1265E+00	2.1800E+01	-1.0900E+01	3.3214E-01	1.0150E-01
HanXRQChr01g0014761	1.5185E+00	2.1700E+01	-9.5480E+00	1.7841E-01	1.0152E-01
HanXRQChr08g0224161	2.5389E-03	2.1100E+01	3.1650E+00	5.4950E-03	1.0155E-01
HanXRQChr09g0263461	1.5838E+01	2.3900E+01	-1.0516E+01	1.0296E+00	1.0158E-01
HanXRQChr05g0161351	3.3393E-01	2.2000E+01	2.4200E+00	1.1511E-01	1.0160E-01
HanXRQChr08g0215341	8.4810E-02	2.4000E+01	-5.2800E+00	6.5119E-02	1.0162E-01
HanXRQChr14g0432731	4.9366E+00	2.6300E+01	7.1010E+00	5.8172E-01	1.0162E-01
HanXRQChr17g0567581	4.8601E-01	2.5100E+01	3.2630E+00	1.5863E-01	1.0162E-01
HanXRQChr16g0510031	2.6763E-01	2.6000E+01	8.3200E+00	7.8957E-02	1.0163E-01
HanXRQChr14g0456431	2.1103E+00	2.5300E+01	1.0373E+01	3.8733E-01	1.0164E-01
HanXRQChr12g0356031	2.8822E-02	2.1100E+01	7.8070E+00	2.0802E-02	1.0168E-01
HanXRQChr17g0554491	2.8943E+01	2.2600E+01	-8.5880E+00	4.8016E+00	1.0169E-01
HanXRQChr01g0006341	6.0163E-01	2.5000E+01	-2.2500E+00	2.3570E-01	1.0171E-01
HanXRQChr03g0091391	1.9246E+01	2.1900E+01	1.0731E+01	3.0250E+00	1.0174E-01
HanXRQChr01g0026481	2.1212E+02	2.1400E+01	-7.4900E+00	3.2798E+01	1.0178E-01
HanXRQChr08g0230381	9.4813E-03	2.1500E+01	-7.3100E+00	1.1967E-02	1.0180E-01
HanXRQChr13g0405581	6.5546E+00	2.2700E+01	-5.4480E+00	1.0443E+00	1.0187E-01
HanXRQChr17g0563461	5.4706E+00	2.2600E+01	4.5200E+00	7.7720E-01	1.0189E-01
HanXRQChr10g0280751	1.5226E+02	2.5700E+01	7.7100E-01	6.6680E+00	1.0191E-01
HanXRQChr05g0140501	8.2985E-02	2.0100E+01	-2.2110E+00	3.4415E-02	1.0192E-01
HanXRQChr02g0053441	8.1278E+00	2.2800E+01	-1.0488E+01	1.4769E+00	1.0193E-01
HanXRQChr13g0418341	6.1973E-03	2.6100E+01	6.2640E+00	8.1899E-03	1.0198E-01
HanXRQChr12g0362781	2.1742E-01	2.2300E+01	-1.0927E+01	9.3563E-02	1.0201E-01
HanXRQChr01g0021971	9.9663E-03	2.7600E+01	-4.9680E+00	1.5144E-02	1.0208E-01
HanXRQChr11g0334451	4.4887E+00	2.7800E+01	-9.4520E+00	6.6001E-01	1.0213E-01
HanXRQChr17g0555311	1.3183E-02	2.0600E+01	-2.6780E+00	1.2925E-02	1.0216E-01
HanXRQChr08g0231181	2.1875E+00	2.3700E+01	9.7170E+00	7.4617E-01	1.0218E-01
HanXRQChr01g0020501	1.3106E-02	2.0700E+01	1.0350E+00	1.0143E-02	1.0221E-01
HanXRQChr07g0198801	4.1844E+00	2.5200E+01	-1.2600E+01	4.6235E-01	1.0227E-01
HanXRQChr16g0526471	1.5388E-02	2.3700E+01	-8.7690E+00	1.3312E-02	1.0236E-01
HanXRQChr08g0210011	4.4426E+01	2.4700E+01	9.1390E+00	2.0141E+00	1.0238E-01
HanXRQChr02g0045341	5.7954E-03	2.7600E+01	1.0764E+01	8.7872E-03	1.0240E-01
HanXRQChr14g0459621	1.6351E+01	2.3800E+01	-6.6640E+00	3.8197E+00	1.0242E-01
HanXRQChr01g0030151	3.6590E+00	2.1800E+01	-4.7960E+00	7.8764E-01	1.0244E-01
HanXRQChr06g0180681	2.8251E-01	2.3700E+01	1.1850E+00	1.1421E-01	1.0247E-01
HanXRQChr04g0127231	3.3667E-01	2.5400E+01	-8.8900E+00	7.9532E-02	1.0249E-01
HanXRQChr17g0549991	1.1574E+01	2.6300E+01	-9.2050E+00	9.6222E-01	1.0249E-01
HanXRQChr05g0133061	3.0982E+01	2.7800E+01	-1.1954E+01	2.1961E+00	1.0249E-01
HanXRQChr02g0039251	1.7300E-01	2.0100E+01	-6.8340E+00	5.2161E-02	1.0252E-01
HanXRQChr16g0517011	2.3623E-01	2.5300E+01	-7.5900E+00	3.8703E-02	1.0253E-01
HanXRQChr16g0516981	3.0802E-03	2.2700E+01	3.6320E+00	5.4402E-03	1.0254E-01
HanXRQChr07g0185941	5.8898E-02	2.4300E+01	-9.4770E+00	2.8247E-02	1.0266E-01
HanXRQChr10g0291781	2.7472E+00	2.2800E+01	-9.5760E+00	4.1347E-01	1.0272E-01
HanXRQChr14g0435331	3.2848E+01	2.1300E+01	2.7690E+00	4.3978E+00	1.0278E-01
HanXRQChr06g0166571	1.4232E+00	2.6100E+01	-1.1484E+01	1.4465E-01	1.0282E-01
HanXRQChr15g0494251	8.2033E-01	2.4400E+01	5.3680E+00	1.4881E-01	1.0283E-01
HanXRQChr11g0331971	1.1359E+01	2.5000E+01	9.2500E+00	8.4095E-01	1.0288E-01
HanXRQChr14g0447531	4.6281E-03	2.7400E+01	-1.1782E+01	7.2572E-03	1.0292E-01
HanXRQChr02g0046761	3.4400E-01	2.1900E+01	-1.0512E+01	7.0512E-02	1.0295E-01
HanXRQChr04g0095681	8.1364E-02	2.3100E+01	-7.3920E+00	2.4278E-02	1.0299E-01
HanXRQChr03g0078601	3.9518E+00	2.4100E+01	-2.6510E+00	6.2614E-01	1.0303E-01
HanXRQChr08g0224791	1.6008E-01	2.2300E+01	-3.1220E+00	4.9761E-02	1.0304E-01
HanXRQChr01g0013701	3.1337E+01	2.1500E+01	2.3650E+00	2.8295E+00	1.0305E-01
HanXRQChr09g0275361	1.4145E+02	2.5600E+01	-1.1008E+01	8.6921E+00	1.0310E-01
HanXRQChr11g0328881	2.4311E-01	2.4800E+01	-9.4240E+00	1.3532E-01	1.0311E-01
HanXRQChr04g0105181	1.8873E+01	2.1100E+01	5.9080E+00	1.5957E+00	1.0318E-01
HanXRQChr03g0067491	7.1353E-01	2.4900E+01	5.2290E+00	1.2587E-01	1.0319E-01
HanXRQChr15g0489961	3.1128E-01	2.5700E+01	-7.9670E+00	1.4945E-01	1.0321E-01
HanXRQChr06g0185231	3.9033E+01	2.1100E+01	-9.2840E+00	4.0219E+00	1.0329E-01
HanXRQChr12g0355291	1.0803E+00	2.1600E+01	3.8880E+00	2.2930E-01	1.0329E-01
HanXRQChr03g0083001	2.0833E-01	2.5900E+01	-9.8420E+00	6.5664E-02	1.0335E-01
HanXRQChr10g0313721	1.9869E+00	2.3300E+01	-4.6600E-01	2.8240E-01	1.0335E-01
HanXRQChr09g0256501	8.8045E+00	2.4100E+01	1.1809E+01	2.0967E+00	1.0339E-01
HanXRQChr15g0464451	1.1760E-02	2.1300E+01	5.1120E+00	1.3291E-02	1.0347E-01
HanXRQChr01g0013551	1.2321E+00	2.0600E+01	8.2400E+00	1.3448E-01	1.0351E-01
HanXRQChr14g0449251	1.3635E+00	2.4500E+01	6.6150E+00	2.4936E-01	1.0352E-01
HanXRQChr06g0164471	2.5289E+00	2.1200E+01	5.5120E+00	3.6643E-01	1.0354E-01
HanXRQChr10g0315951	1.8733E-01	2.0100E+01	-5.8290E+00	6.6754E-02	1.0355E-01
HanXRQChr05g0137211	1.3672E+01	2.2300E+01	-1.1150E+00	3.2917E+00	1.0358E-01
HanXRQChr10g0318011	2.2288E+01	2.2000E+01	0.0000E+00	4.1699E+00	1.0363E-01
HanXRQChr01g0009611	1.7013E+00	2.0700E+01	3.5190E+00	9.3564E-01	1.0377E-01
HanXRQChr02g0034841	2.8206E+01	2.1300E+01	3.4080E+00	2.0116E+00	1.0378E-01
HanXRQChr14g0439381	2.3028E+02	2.0600E+01	-7.2100E+00	2.4415E+01	1.0379E-01
HanXRQChr06g0173031	6.0697E-01	2.6800E+01	-1.0988E+01	1.6558E-01	1.0379E-01
HanXRQChr15g0476921	7.3289E+00	2.7000E+01	-9.9900E+00	1.7536E+00	1.0381E-01
HanXRQChr06g0178311	7.3285E+00	2.1500E+01	2.3650E+00	2.0332E+00	1.0381E-01
HanXRQChr17g0556761	1.6849E-01	2.5800E+01	-1.0836E+01	4.9727E-02	1.0382E-01
HanXRQChr05g0130071	7.8968E+00	2.1700E+01	-9.5480E+00	3.4538E+00	1.0382E-01
HanXRQChr08g0221401	1.0099E+00	2.3300E+01	3.2620E+00	2.5477E-01	1.0385E-01
HanXRQChr13g0388451	5.9360E-01	2.1800E+01	9.1560E+00	8.8289E-02	1.0385E-01
HanXRQChr03g0083721	6.9475E-01	2.3700E+01	-1.0428E+01	1.2840E-01	1.0388E-01
HanXRQChr13g0396601	1.6941E-02	2.3300E+01	6.7570E+00	2.9891E-02	1.0390E-01
HanXRQChr17g0553351	1.1849E+00	2.6100E+01	-1.2528E+01	1.6764E-01	1.0390E-01
HanXRQChr14g0461011	3.0874E+00	2.6200E+01	-1.0480E+01	3.0266E-01	1.0392E-01
HanXRQChr03g0065921	3.7315E-01	2.5600E+01	4.0960E+00	7.6971E-02	1.0397E-01
HanXRQChr03g0081791	1.0600E+00	2.1700E+01	-8.6800E+00	2.0460E-01	1.0405E-01
HanXRQChr15g0482481	1.1093E-02	2.6200E+01	-5.2400E+00	9.8409E-03	1.0406E-01
HanXRQChr01g0027831	3.0718E+01	2.3200E+01	6.9600E-01	1.9115E+00	1.0407E-01
HanXRQChr07g0204391	2.2942E-01	2.0200E+01	4.0400E-01	9.9356E-02	1.0417E-01
HanXRQChr08g0225101	2.9261E+01	2.4600E+01	7.8720E+00	5.6168E+00	1.0418E-01
HanXRQChr07g0194121	4.8468E-02	2.4300E+01	-1.0935E+01	2.9593E-02	1.0418E-01
HanXRQChr11g0322181	1.7710E+00	2.2200E+01	-3.3300E+00	7.8448E-01	1.0418E-01
HanXRQChr13g0387141	4.7175E-01	2.3400E+01	7.2540E+00	1.1924E-01	1.0422E-01
HanXRQChr10g0280041	7.7131E-01	2.3200E+01	-3.0160E+00	2.2439E-01	1.0424E-01
HanXRQChr01g0014321	7.3906E-03	2.0800E+01	8.3200E-01	1.1439E-02	1.0426E-01
HanXRQChr12g0369061	6.9576E+00	2.1100E+01	-1.4770E+00	7.1526E-01	1.0427E-01
HanXRQChr16g0528321	6.0975E-03	2.1000E+01	4.8300E+00	1.0903E-02	1.0427E-01
HanXRQChr16g0532061	1.7015E-03	2.1500E+01	8.6000E+00	3.2927E-03	1.0430E-01
HanXRQChr04g0103791	1.1190E-02	2.2400E+01	5.3760E+00	1.1890E-02	1.0433E-01
HanXRQChr01g0008651	1.0485E-01	2.4500E+01	1.1760E+01	4.6290E-02	1.0433E-01
HanXRQChr08g0231091	4.4034E+01	2.4300E+01	-8.9910E+00	3.4111E+00	1.0439E-01
HanXRQChr09g0254131	9.9328E+00	2.1800E+01	7.1940E+00	7.5311E-01	1.0439E-01
HanXRQChr04g0097551	1.5109E-02	2.2700E+01	-1.5890E+00	1.1909E-02	1.0445E-01
HanXRQChr15g0464251	1.5277E-02	2.1500E+01	8.1700E+00	1.2749E-02	1.0448E-01
HanXRQChr09g0276661	4.9771E+01	2.1600E+01	7.5600E+00	1.0411E+01	1.0450E-01
HanXRQChr11g0351251	2.3870E+00	2.4400E+01	1.1224E+01	3.8171E-01	1.0451E-01
HanXRQChr10g0300431	3.2656E+00	2.4100E+01	-8.6760E+00	6.1172E-01	1.0453E-01
HanXRQChr03g0080561	4.5070E-02	2.0400E+01	-4.8960E+00	2.5916E-02	1.0454E-01
HanXRQChr16g0528031	1.7077E+01	2.3900E+01	5.0190E+00	1.9919E+00	1.0457E-01
HanXRQChr01g0022531	4.4136E+00	2.4700E+01	-1.1856E+01	1.3694E+00	1.0459E-01
HanXRQChr11g0345911	1.2396E+01	2.2100E+01	3.0940E+00	9.6687E-01	1.0462E-01
HanXRQChr08g0225811	2.3312E-01	2.1100E+01	-4.2200E+00	9.5611E-02	1.0468E-01
HanXRQChr15g0476141	2.7758E-02	2.0500E+01	5.9450E+00	3.1507E-02	1.0470E-01
HanXRQChr09g0276771	4.1382E+00	2.5100E+01	-1.2299E+01	1.5859E+00	1.0477E-01
HanXRQChr07g0188171	7.1210E-01	2.5200E+01	9.3240E+00	1.4717E-01	1.0479E-01
HanXRQChr06g0168741	4.5147E-01	2.0600E+01	-4.7380E+00	1.4694E-01	1.0479E-01
HanXRQChr13g0394861	2.2252E-01	2.2300E+01	3.1220E+00	7.1062E-02	1.0480E-01
HanXRQChr17g0556321	2.9861E+01	2.2500E+01	-4.2750E+00	8.1668E+00	1.0480E-01
HanXRQChr13g0412501	7.5998E+00	2.2700E+01	5.2210E+00	8.6990E-01	1.0482E-01
HanXRQChr15g0493561	5.6757E-03	2.0200E+01	-1.4140E+00	7.2665E-03	1.0482E-01
HanXRQChr10g0316231	4.4618E+00	2.7300E+01	-1.1739E+01	6.2068E-01	1.0483E-01
HanXRQChr14g0454171	7.2401E+00	2.3500E+01	-1.0105E+01	6.2440E-01	1.0484E-01
HanXRQChr09g0254551	1.2910E+00	2.3300E+01	1.1184E+01	1.6785E-01	1.0484E-01
HanXRQChr16g0516881	7.4768E+00	2.7900E+01	5.3010E+00	1.3231E+00	1.0487E-01
HanXRQChr11g0343321	3.5987E+00	2.0900E+01	4.1800E-01	4.9662E-01	1.0489E-01
HanXRQChr02g0035981	7.0449E+00	2.0500E+01	-6.1500E-01	9.7528E-01	1.0495E-01
HanXRQChr02g0045321	1.0386E+00	2.7600E+01	9.6600E+00	4.1475E-01	1.0499E-01
HanXRQChr16g0522681	1.7821E+00	2.3900E+01	-1.1711E+01	2.2492E-01	1.0502E-01
HanXRQChr17g0561411	1.9366E-01	2.3800E+01	-7.8540E+00	5.3749E-02	1.0504E-01
HanXRQChr12g0381741	4.1344E-01	2.3000E+01	9.2000E-01	1.0747E-01	1.0515E-01
HanXRQChr15g0474861	5.9879E+00	2.1700E+01	-4.3400E-01	5.9954E-01	1.0517E-01
HanXRQChr10g0316601	2.9430E-02	2.3500E+01	-9.4000E+00	1.7146E-02	1.0517E-01
HanXRQChr06g0166081	8.8144E-01	2.2900E+01	6.4120E+00	1.5851E-01	1.0518E-01
HanXRQChr09g0271051	1.0436E+02	2.4700E+01	-8.3980E+00	8.6409E+00	1.0528E-01
HanXRQChr15g0494771	2.7063E+00	2.1000E+01	9.8700E+00	2.6117E-01	1.0531E-01
HanXRQChr10g0306321	4.1297E+01	2.7000E+01	-8.6400E+00	4.1254E+00	1.0533E-01
HanXRQChr11g0346321	3.1391E-02	2.2000E+01	4.8400E+00	4.9688E-02	1.0539E-01
HanXRQChr11g0335901	4.8408E+01	2.2000E+01	2.4200E+00	3.1103E+00	1.0543E-01
HanXRQChr13g0390851	9.4114E-01	2.5800E+01	1.2384E+01	1.6139E-01	1.0547E-01
HanXRQChr14g0434641	1.1387E+01	2.5700E+01	7.4530E+00	6.8109E-01	1.0556E-01
HanXRQChr14g0433041	4.7323E+01	2.3800E+01	9.5200E+00	4.3965E+00	1.0556E-01
HanXRQChr05g0142291	3.4488E+00	2.2300E+01	-4.4600E-01	4.0351E-01	1.0560E-01
HanXRQChr10g0317021	6.5296E-02	2.0500E+01	4.9200E+00	3.0158E-02	1.0562E-01
HanXRQChr10g0296811	7.7963E-01	2.1100E+01	2.9540E+00	1.1508E+00	1.0564E-01
HanXRQChr13g0386931	1.1694E+00	2.3400E+01	5.3820E+00	2.3872E-01	1.0565E-01
HanXRQChr00c0328g0573611	1.1228E-01	2.3300E+01	1.3980E+00	4.9033E-02	1.0569E-01
HanXRQChr02g0037021	6.1088E-02	2.6600E+01	-1.1704E+01	3.7398E-02	1.0571E-01
HanXRQChr03g0069071	2.0617E+01	2.6200E+01	-6.8120E+00	1.3946E+00	1.0573E-01
HanXRQChr14g0446881	5.4375E+00	2.0300E+01	5.8870E+00	7.9975E-01	1.0574E-01
HanXRQChr04g0106771	4.5789E-02	2.7400E+01	9.5900E+00	3.5842E-02	1.0574E-01
HanXRQChr04g0110261	8.8968E+01	2.1700E+01	3.6890E+00	5.4217E+00	1.0575E-01
HanXRQChr13g0421031	4.1439E-01	2.3500E+01	4.7000E+00	1.5466E-01	1.0579E-01
HanXRQChr14g0461621	4.1586E-01	2.1600E+01	7.9920E+00	9.9131E-02	1.0581E-01
HanXRQChr06g0173781	1.7806E+00	2.5700E+01	-1.2593E+01	2.1411E-01	1.0582E-01
HanXRQChr02g0046871	1.0821E-01	2.1300E+01	6.6030E+00	3.4544E-02	1.0584E-01
HanXRQChr09g0243331	4.8628E-01	2.3200E+01	-1.1136E+01	1.3780E-01	1.0586E-01
HanXRQChr14g0438101	2.6274E+01	2.6600E+01	-1.0374E+01	2.6598E+00	1.0587E-01
HanXRQChr03g0064961	3.6041E-01	2.7200E+01	-9.2480E+00	1.1665E-01	1.0587E-01
HanXRQChr01g0015611	6.7928E-02	2.2700E+01	2.2700E-01	4.5443E-02	1.0588E-01
HanXRQChr06g0171771	9.8626E+00	2.2200E+01	-5.3280E+00	1.3728E+00	1.0597E-01
HanXRQChr02g0043191	2.0079E-01	2.3800E+01	-1.0234E+01	2.0956E-01	1.0598E-01
HanXRQChr14g0435701	3.3323E-01	2.5200E+01	7.5600E-01	9.6374E-02	1.0601E-01
HanXRQChr10g0315811	1.4500E-01	2.0400E+01	4.2840E+00	5.1978E-02	1.0604E-01
HanXRQChr16g0512451	1.2503E-01	2.4900E+01	1.0956E+01	3.4136E-02	1.0606E-01
HanXRQChr04g0123251	1.0501E-01	2.1700E+01	0.0000E+00	5.7345E-02	1.0611E-01
HanXRQChr14g0449591	1.9152E+01	2.3900E+01	-6.9310E+00	4.7350E+00	1.0613E-01
HanXRQChr11g0345621	5.1819E-02	2.0900E+01	-8.3600E-01	3.5879E-02	1.0618E-01
HanXRQChr14g0436851	1.4574E+00	2.3700E+01	3.3180E+00	2.2456E-01	1.0620E-01
HanXRQChr15g0484041	1.2207E-01	2.5300E+01	3.0360E+00	6.4881E-02	1.0622E-01
HanXRQChr13g0405131	2.9690E+01	2.3700E+01	6.3990E+00	5.8844E+00	1.0630E-01
HanXRQChr10g0316061	9.3375E+00	2.3300E+01	9.7860E+00	1.5076E+00	1.0632E-01
HanXRQChr08g0217711	5.5478E-02	2.5500E+01	-1.0200E+01	2.1675E-02	1.0637E-01
HanXRQChr05g0150041	1.6194E+01	2.4800E+01	-9.1760E+00	1.3239E+00	1.0639E-01
HanXRQChr10g0299241	1.5850E+01	2.4000E+01	1.1040E+01	1.8494E+00	1.0640E-01
HanXRQChr13g0390161	6.3265E+01	2.1900E+01	5.0370E+00	5.4369E+00	1.0643E-01
HanXRQChr14g0443401	2.7823E+00	2.5000E+01	2.7500E+00	3.4750E-01	1.0646E-01
HanXRQChr17g0565911	8.5533E+00	2.1500E+01	8.3850E+00	8.9496E-01	1.0646E-01
HanXRQChr08g0227791	2.1620E+00	2.2900E+01	-8.4730E+00	4.0136E-01	1.0647E-01
HanXRQChr04g0096361	6.2460E+00	2.3100E+01	-9.2400E-01	1.1036E+00	1.0651E-01
HanXRQChr15g0464981	5.8265E-03	2.7700E+01	3.6010E+00	7.2895E-03	1.0661E-01
HanXRQChr04g0123121	3.7581E-02	2.3200E+01	-4.6400E-01	3.5448E-02	1.0662E-01
HanXRQChr17g0570591	1.8584E+00	2.2500E+01	-1.1250E+00	2.3191E-01	1.0663E-01
HanXRQChr14g0428171	1.4365E-02	2.5100E+01	-6.5260E+00	1.4289E-02	1.0664E-01
HanXRQChr03g0077991	5.2482E+01	2.1700E+01	4.1230E+00	5.6778E+00	1.0668E-01
HanXRQChr06g0167161	9.0046E+01	2.0500E+01	4.9200E+00	1.2588E+01	1.0669E-01
HanXRQChr07g0197511	1.8093E+01	2.0300E+01	-4.8720E+00	1.8617E+00	1.0671E-01
HanXRQChr10g0307541	1.2785E-02	2.7900E+01	-1.0881E+01	1.1728E-02	1.0674E-01
HanXRQChr01g0030371	8.5317E-01	2.4000E+01	-1.0320E+01	1.6510E-01	1.0674E-01
HanXRQChr13g0404721	1.3773E+00	2.2100E+01	4.1990E+00	2.5375E-01	1.0678E-01
HanXRQChr01g0005351	5.8492E-01	2.6400E+01	-1.1880E+01	1.3466E-01	1.0682E-01
HanXRQChr08g0214781	6.6248E+00	2.2700E+01	7.7180E+00	5.5410E-01	1.0685E-01
HanXRQChr14g0448021	9.8175E+00	2.0500E+01	2.0500E+00	1.2452E+00	1.0686E-01
HanXRQChr04g0103151	2.4844E-03	2.1700E+01	4.7740E+00	5.1416E-03	1.0686E-01
HanXRQChr16g0532111	1.0935E-02	2.4700E+01	-1.0868E+01	1.2313E-02	1.0690E-01
HanXRQChr10g0298651	2.8534E+01	2.3500E+01	-1.1045E+01	1.9346E+00	1.0696E-01
HanXRQChr03g0066331	5.0009E-01	2.3100E+01	-3.2340E+00	1.1101E-01	1.0696E-01
HanXRQChr05g0147151	1.9656E-01	2.6100E+01	-8.3520E+00	6.9986E-02	1.0699E-01
HanXRQChr10g0306741	1.7467E-01	2.4400E+01	2.6840E+00	6.4799E-02	1.0700E-01
HanXRQChr17g0536731	3.5805E-02	2.3700E+01	-8.5320E+00	2.8167E-02	1.0703E-01
HanXRQChr04g0107531	5.6516E+01	2.5100E+01	-9.5380E+00	4.3182E+00	1.0704E-01
HanXRQChr12g0370491	2.4283E+01	2.5700E+01	3.0840E+00	2.8785E+00	1.0713E-01
HanXRQChr16g0520281	3.9909E-02	2.2200E+01	4.4400E-01	3.4490E-02	1.0716E-01
HanXRQChr01g0026431	3.8566E+01	2.0700E+01	-3.1050E+00	1.9838E+00	1.0724E-01
HanXRQChr06g0181231	1.7681E+00	2.3500E+01	5.4050E+00	2.9227E-01	1.0728E-01
HanXRQChr07g0202161	1.5321E+02	2.0600E+01	8.6520E+00	1.6184E+01	1.0730E-01
HanXRQChr13g0404881	5.4102E+00	2.2600E+01	-9.4920E+00	3.7327E+00	1.0732E-01
HanXRQChr08g0228221	4.2099E+01	2.3600E+01	5.9000E+00	2.5090E+00	1.0733E-01
HanXRQChr16g0530541	7.5830E+00	2.1600E+01	-5.1840E+00	3.3164E+00	1.0738E-01
HanXRQChr15g0476131	1.0632E-02	2.3100E+01	9.4710E+00	1.2240E-02	1.0744E-01
HanXRQChr01g0010021	5.6200E+01	2.1700E+01	-6.5100E+00	7.2252E+00	1.0748E-01
HanXRQChr15g0474101	1.1363E-01	2.0500E+01	-2.6650E+00	5.0347E-02	1.0758E-01
HanXRQChr10g0296411	3.7209E-02	2.3000E+01	-3.6800E+00	2.0787E-02	1.0760E-01
HanXRQChr17g0558371	9.2773E-03	2.1800E+01	7.1940E+00	1.0661E-02	1.0768E-01
HanXRQChr03g0084391	5.0416E-01	2.7900E+01	-1.1718E+01	1.3146E-01	1.0777E-01
HanXRQChr09g0265791	2.2620E+01	2.2100E+01	5.5250E+00	1.3205E+00	1.0779E-01
HanXRQChr11g0336751	3.2425E-03	2.1800E+01	5.8860E+00	5.9070E-03	1.0785E-01
HanXRQChr06g0180141	2.7998E-01	2.7300E+01	-7.6440E+00	7.3756E-02	1.0786E-01
HanXRQChr02g0052601	4.0901E-01	2.1800E+01	-8.7200E-01	1.4211E-01	1.0789E-01
HanXRQChr15g0486191	3.0832E-01	2.2900E+01	-5.2670E+00	1.2842E-01	1.0789E-01
HanXRQChr14g0435761	3.4906E-01	2.4500E+01	-6.3700E+00	2.5717E-01	1.0791E-01
HanXRQChr11g0338961	1.5372E-02	2.5300E+01	7.5900E+00	1.3712E-02	1.0791E-01
HanXRQChr01g0014561	5.7070E-01	2.0700E+01	-3.7260E+00	8.9040E-02	1.0793E-01
HanXRQChr12g0369441	3.2562E+00	2.3000E+01	8.7400E+00	5.1483E-01	1.0795E-01
HanXRQChr14g0450341	1.6663E-01	2.3800E+01	1.6660E+00	7.4880E-02	1.0798E-01
HanXRQChr04g0121221	5.9736E+01	2.5200E+01	-1.0584E+01	6.2177E+00	1.0802E-01
HanXRQChr06g0171891	3.3333E-01	2.2200E+01	-9.5460E+00	1.1127E-01	1.0806E-01
HanXRQChr08g0234961	3.7510E-02	2.3100E+01	-4.6200E-01	2.7349E-02	1.0808E-01
HanXRQChr01g0025731	7.8860E-01	2.6800E+01	-1.0452E+01	1.3994E-01	1.0812E-01
HanXRQChr17g0537811	4.0629E-01	2.1800E+01	9.8100E+00	1.0620E-01	1.0817E-01
HanXRQChr15g0472101	2.8190E-02	2.0700E+01	5.1750E+00	1.8267E-02	1.0819E-01
HanXRQChr10g0277701	2.4889E+01	2.1100E+01	8.0180E+00	6.8746E+00	1.0819E-01
HanXRQChr15g0474611	1.9104E-02	2.7000E+01	5.9400E+00	2.0792E-02	1.0824E-01
HanXRQChr16g0512321	5.0112E+01	2.5200E+01	-1.0836E+01	1.2580E+01	1.0828E-01
HanXRQChr09g0270371	4.5961E+00	2.7700E+01	-5.2630E+00	9.7838E-01	1.0829E-01
HanXRQChr11g0330801	1.5247E+00	2.0900E+01	2.0900E-01	4.6581E-01	1.0832E-01
HanXRQChr03g0060541	1.5873E+01	2.1500E+01	1.7200E+00	1.4633E+00	1.0832E-01
HanXRQChr08g0217601	4.9930E-02	2.4200E+01	6.7760E+00	2.3737E-02	1.0833E-01
HanXRQChr09g0276561	1.2450E+02	2.7000E+01	-9.9900E+00	9.8548E+00	1.0838E-01
HanXRQChr01g0009451	1.8853E+02	2.1700E+01	-4.3400E-01	3.3058E+01	1.0839E-01
HanXRQChr03g0088801	2.8536E+01	2.4000E+01	4.8000E-01	7.9946E+00	1.0843E-01
HanXRQChr05g0141711	6.2735E-01	2.0900E+01	-4.3890E+00	9.4750E-02	1.0844E-01
HanXRQChr07g0205541	5.9843E-01	2.1200E+01	2.9680E+00	1.0910E-01	1.0846E-01
HanXRQChr01g0029941	4.7473E+01	2.1900E+01	1.3140E+00	3.9327E+00	1.0848E-01
HanXRQChr04g0096591	1.0418E-01	2.2400E+01	1.1200E+01	6.5341E-02	1.0859E-01
HanXRQChr15g0473381	5.2937E-02	2.2300E+01	-1.0704E+01	2.4956E-02	1.0864E-01
HanXRQChr13g0388721	3.9188E+00	2.5100E+01	-1.0040E+01	5.5251E-01	1.0864E-01
HanXRQChr05g0151221	2.3632E+01	2.3700E+01	2.1330E+00	1.1656E+00	1.0869E-01
HanXRQChr15g0496571	3.8870E-01	2.0200E+01	-1.8180E+00	1.5610E-01	1.0873E-01
HanXRQChr14g0442751	2.3363E-02	2.2500E+01	5.1750E+00	2.1934E-02	1.0876E-01
HanXRQChr17g0535101	4.0468E-01	2.6700E+01	-9.3450E+00	9.7129E-02	1.0880E-01
HanXRQChr16g0513001	2.5755E-01	2.6000E+01	1.8200E+00	7.9622E-02	1.0881E-01
HanXRQChr13g0413421	2.5496E+02	2.6300E+01	4.9970E+00	3.4517E+01	1.0884E-01
HanXRQChr04g0118641	5.5252E-01	2.6200E+01	1.2838E+01	1.6939E-01	1.0887E-01
HanXRQChr13g0416371	3.2889E-02	2.4100E+01	-9.8810E+00	2.3545E-02	1.0888E-01
HanXRQChr09g0254751	3.9734E-03	2.5500E+01	-8.6700E+00	5.5565E-03	1.0892E-01
HanXRQChr10g0315881	1.3212E-02	2.1000E+01	-6.0900E+00	1.5091E-02	1.0904E-01
HanXRQChr13g0418641	8.9566E-01	2.2600E+01	4.2940E+00	2.3479E-01	1.0911E-01
HanXRQChr06g0169631	1.3149E+01	2.4700E+01	-1.1362E+01	8.3426E+00	1.0914E-01
HanXRQChr15g0494601	1.2254E+00	2.7600E+01	-8.8320E+00	3.8069E-01	1.0917E-01
HanXRQChr09g0245041	8.5973E-02	2.1100E+01	8.0180E+00	3.4135E-02	1.0917E-01
