GeneID	MeanExpLev	Period	Phase	Beta	pMMC-Beta
HanXRQChr13g0393251	2.9483E+00	2.3500E+01	5.1700E+00	7.3223E-01	6.7757E-03
HanXRQChr02g0054761	2.6782E+00	2.4700E+01	4.1990E+00	5.3329E-01	6.7800E-03
HanXRQChr03g0090361	2.3059E-01	2.4200E+01	-9.1960E+00	1.4900E-01	6.7814E-03
HanXRQChr14g0428621	1.9307E+00	2.4900E+01	-1.1205E+01	1.6322E+00	6.7842E-03
HanXRQChr03g0061581	1.2904E-01	2.1500E+01	9.2450E+00	6.9749E-02	6.7842E-03
HanXRQChr11g0338621	3.6332E+01	2.2400E+01	-8.7360E+00	9.9911E+00	6.7842E-03
HanXRQChr07g0191991	3.6550E-01	2.6400E+01	-1.0296E+01	2.7855E-01	6.7856E-03
HanXRQChr12g0358201	9.1894E+00	2.2200E+01	1.9980E+00	2.8062E+00	6.7871E-03
HanXRQChr14g0439111	3.8460E+01	2.3400E+01	6.7860E+00	7.8818E+00	6.7942E-03
HanXRQChr10g0308181	9.6024E+00	2.3300E+01	-4.6600E+00	7.4099E+00	6.7956E-03
HanXRQChr13g0425621	9.4132E-01	2.5800E+01	-1.1610E+01	2.4918E-01	6.7970E-03
HanXRQChr06g0179511	1.4556E+01	2.7700E+01	6.3710E+00	3.4432E+00	6.7984E-03
HanXRQChr04g0126021	7.3852E+00	2.2800E+01	4.1040E+00	2.3222E+00	6.7984E-03
HanXRQChr03g0070811	1.0560E+00	2.5400E+01	-1.1176E+01	4.3514E-01	6.7999E-03
HanXRQChr15g0484501	6.0745E-01	2.4200E+01	-8.7120E+00	4.0135E-01	6.8027E-03
HanXRQChr16g0502201	8.2202E+00	2.2500E+01	-7.4250E+00	2.3517E+00	6.8041E-03
HanXRQChr13g0415321	1.4027E+01	2.7300E+01	-1.3650E+01	1.8257E+00	6.8041E-03
HanXRQChr16g0524591	4.7656E-02	2.2500E+01	8.7750E+00	5.1436E-02	6.8041E-03
HanXRQChr17g0560101	3.7675E+00	2.3300E+01	9.5530E+00	8.2729E-01	6.8070E-03
HanXRQChr09g0252361	4.8915E-01	2.4300E+01	7.2900E-01	3.0243E-01	6.8126E-03
HanXRQChr02g0056941	5.7580E+01	2.4400E+01	-5.3680E+00	1.0761E+01	6.8155E-03
HanXRQChr05g0157781	9.1320E+01	2.3300E+01	-6.9900E-01	1.1665E+01	6.8155E-03
HanXRQChr03g0069531	2.9942E+00	2.3200E+01	2.7840E+00	9.2628E-01	6.8198E-03
HanXRQChr14g0446911	3.0255E+00	2.2800E+01	-2.9640E+00	1.1291E+00	6.8212E-03
HanXRQChr11g0350881	1.2484E+01	2.3500E+01	-2.5850E+00	3.2249E+00	6.8212E-03
HanXRQChr04g0113511	3.1091E+01	2.4500E+01	7.5950E+00	2.7637E+00	6.8212E-03
HanXRQChr16g0506181	6.4182E+01	2.4500E+01	3.1850E+00	1.2898E+01	6.8254E-03
HanXRQChr10g0306871	1.4727E-01	2.3100E+01	9.9330E+00	2.0740E-01	6.8269E-03
HanXRQChr15g0484121	2.3420E+01	2.2100E+01	-5.0830E+00	6.9521E+00	6.8354E-03
HanXRQChr03g0085261	3.1911E+00	2.3800E+01	9.9960E+00	2.6943E+00	6.8368E-03
HanXRQChr12g0378441	7.7459E+00	2.4000E+01	-7.2000E-01	3.0792E+00	6.8411E-03
HanXRQChr05g0162471	7.7910E+00	2.4300E+01	8.7480E+00	1.8581E+00	6.8411E-03
HanXRQChr09g0239781	1.0428E+00	2.3900E+01	-1.0516E+01	3.3192E-01	6.8524E-03
HanXRQChr13g0410791	2.0850E+00	2.3000E+01	1.3800E+00	6.4916E-01	6.8524E-03
HanXRQChr11g0334811	2.3964E+01	2.3300E+01	6.2910E+00	4.7817E+00	6.8524E-03
HanXRQChr09g0244561	3.6663E+00	2.2700E+01	1.3620E+00	9.0247E-01	6.8581E-03
HanXRQChr09g0275431	1.2275E+01	2.6700E+01	-9.8790E+00	4.5865E+00	6.8638E-03
HanXRQChr06g0184781	3.6635E+00	2.5800E+01	-1.1094E+01	6.8404E-01	6.8638E-03
HanXRQChr14g0443611	3.7763E+01	2.3500E+01	2.5850E+00	5.6637E+00	6.8652E-03
HanXRQChr13g0402171	6.0853E-01	2.3900E+01	-4.7800E-01	3.8879E-01	6.8695E-03
HanXRQChr04g0126311	4.0696E+01	2.2500E+01	6.7500E-01	6.2409E+00	6.8695E-03
HanXRQChr01g0013671	1.1023E-01	2.5500E+01	-1.2240E+01	1.1609E-01	6.8695E-03
HanXRQChr02g0047891	1.0293E+01	2.2000E+01	3.3000E+00	1.0840E+00	6.8709E-03
HanXRQChr10g0305361	1.8912E+01	2.4300E+01	-8.9910E+00	3.4543E+00	6.8709E-03
HanXRQChr07g0187151	1.1152E+00	2.6200E+01	-8.9080E+00	4.0903E-01	6.8723E-03
HanXRQChr16g0525351	1.6289E+01	2.3200E+01	2.7840E+00	2.6512E+00	6.8723E-03
HanXRQChr13g0420571	2.9378E+00	2.5500E+01	1.2240E+01	8.0804E-01	6.8752E-03
HanXRQChr15g0483041	1.1825E-01	2.2300E+01	-7.5820E+00	9.9215E-02	6.8752E-03
HanXRQChr13g0397721	2.9291E+00	2.4000E+01	4.8000E+00	1.6055E+00	6.8766E-03
HanXRQChr12g0380891	3.3816E+01	2.4000E+01	1.0560E+01	4.8184E+00	6.8780E-03
HanXRQChr09g0254141	7.5346E+01	2.3200E+01	1.8560E+00	9.8388E+00	6.8809E-03
HanXRQChr14g0449871	3.0131E+00	2.6400E+01	1.0560E+00	1.2976E+00	6.8823E-03
HanXRQChr01g0020751	3.1529E+01	2.4700E+01	-1.1115E+01	4.3978E+00	6.8894E-03
HanXRQChr09g0276321	3.1596E+01	2.2800E+01	-7.0680E+00	1.7115E+01	6.8936E-03
HanXRQChr04g0117251	3.5794E+01	2.2800E+01	-6.6120E+00	1.5242E+01	6.8951E-03
HanXRQChr09g0253801	1.9447E+00	2.1300E+01	-7.8810E+00	4.9364E-01	6.8965E-03
HanXRQChr17g0538901	1.6392E+02	2.5900E+01	-1.2432E+01	1.1963E+01	6.8979E-03
HanXRQChr01g0029811	1.3115E+01	2.2500E+01	1.0125E+01	2.7214E+00	6.8979E-03
HanXRQChr13g0392361	3.1432E+01	2.3000E+01	-5.7500E+00	3.8994E+00	6.8993E-03
HanXRQChr02g0044441	1.7060E+00	2.2800E+01	9.5760E+00	6.6252E-01	6.8993E-03
HanXRQChr11g0326491	3.8488E+01	2.3500E+01	3.9950E+00	8.4287E+00	6.9008E-03
HanXRQChr03g0067611	8.5953E+00	2.3500E+01	-9.4000E+00	1.3771E+00	6.9008E-03
HanXRQChr08g0217081	4.0228E+01	2.3400E+01	-4.9140E+00	2.4135E+01	6.9036E-03
HanXRQChr10g0308871	4.4067E+01	2.2700E+01	2.4970E+00	1.1922E+01	6.9050E-03
HanXRQChr13g0392051	9.3987E+00	2.4500E+01	1.1025E+01	4.7951E+00	6.9121E-03
HanXRQChr03g0070061	8.4273E-01	2.2300E+01	1.7840E+00	4.1732E-01	6.9150E-03
HanXRQChr12g0385491	5.7760E+00	2.4800E+01	-4.4640E+00	3.3038E+00	6.9178E-03
HanXRQChr14g0460671	5.8835E+01	2.5900E+01	-1.0878E+01	5.2726E+00	6.9206E-03
HanXRQChr08g0218211	7.2272E+01	2.1100E+01	-1.2660E+00	7.7016E+00	6.9235E-03
HanXRQChr05g0146831	2.3526E+01	2.3600E+01	6.1360E+00	2.1561E+00	6.9235E-03
HanXRQChr06g0176121	6.1939E-01	2.5000E+01	-1.2500E+00	4.8499E-01	6.9249E-03
HanXRQChr17g0540171	3.8640E+00	2.2900E+01	4.3510E+00	1.2239E+00	6.9263E-03
HanXRQChr07g0199941	1.1106E+01	2.4800E+01	-5.2080E+00	2.7662E+00	6.9278E-03
HanXRQChr15g0463681	1.4646E+00	2.1700E+01	0.0000E+00	4.9361E-01	6.9292E-03
HanXRQChr14g0449101	5.0392E-02	2.3800E+01	1.1900E+01	5.1765E-02	6.9292E-03
HanXRQChr05g0154291	2.9341E-01	2.3200E+01	-9.0480E+00	1.7065E-01	6.9320E-03
HanXRQChr15g0496681	6.6028E+00	2.3000E+01	8.7400E+00	1.1149E+00	6.9334E-03
HanXRQChr13g0417221	1.2756E+00	2.5900E+01	-9.3240E+00	1.0427E+00	6.9334E-03
HanXRQChr11g0353861	2.6738E+01	2.3100E+01	-4.6200E-01	3.9475E+00	6.9334E-03
HanXRQChr12g0381261	1.1839E+00	2.2600E+01	9.4920E+00	8.5795E-01	6.9363E-03
HanXRQChr07g0192251	9.9897E+00	2.5600E+01	-2.0480E+00	3.3754E+00	6.9377E-03
HanXRQChr02g0051891	1.4881E+01	2.1300E+01	7.8810E+00	1.9605E+00	6.9405E-03
HanXRQChr01g0012561	1.3883E+01	2.3600E+01	-1.0148E+01	2.7377E+00	6.9405E-03
HanXRQChr05g0159741	4.5782E+01	2.4200E+01	-1.0648E+01	6.0701E+00	6.9405E-03
HanXRQChr14g0452881	4.7414E+01	2.4300E+01	-7.7760E+00	6.7004E+00	6.9434E-03
HanXRQChr11g0338851	9.5545E+00	2.4500E+01	-1.2005E+01	2.3843E+00	6.9462E-03
HanXRQChr11g0333501	1.9019E+00	2.7600E+01	-1.1040E+01	6.7574E-01	6.9491E-03
HanXRQChr14g0451151	2.8107E+00	2.3100E+01	8.5470E+00	1.0352E+00	6.9548E-03
HanXRQChr16g0507771	8.8345E+00	2.6100E+01	-1.0962E+01	3.4980E+00	6.9548E-03
HanXRQChr04g0107301	5.9666E+01	2.0400E+01	2.8560E+00	8.2240E+00	6.9576E-03
HanXRQChr12g0385361	2.8912E+00	2.1500E+01	1.9350E+00	7.1934E-01	6.9576E-03
HanXRQChr13g0401131	3.9356E+00	2.3700E+01	2.1330E+00	1.9915E+00	6.9604E-03
HanXRQChr12g0366531	2.8418E+01	2.6000E+01	-1.0400E+01	1.4526E+01	6.9604E-03
HanXRQChr11g0337251	6.1422E-02	2.2000E+01	6.8200E+00	5.5984E-02	6.9619E-03
HanXRQChr17g0540201	4.4159E+01	2.7400E+01	-1.0412E+01	9.7476E+00	6.9619E-03
HanXRQChr13g0422551	1.8294E+00	2.0600E+01	1.8540E+00	5.4037E-01	6.9633E-03
HanXRQChr05g0137881	2.3276E+00	2.3400E+01	-6.5520E+00	4.8306E-01	6.9675E-03
HanXRQChr12g0363531	9.6167E+01	2.3500E+01	9.4000E+00	9.1784E+00	6.9690E-03
HanXRQChr03g0076151	9.4077E+01	2.4100E+01	4.8200E-01	1.9880E+01	6.9690E-03
HanXRQChr14g0461361	8.4509E+01	2.7900E+01	3.9060E+00	3.3366E+01	6.9704E-03
HanXRQChr12g0384371	9.7848E+00	2.4500E+01	-9.3100E+00	1.0930E+00	6.9746E-03
HanXRQChr16g0525451	8.0121E-01	2.3800E+01	1.0710E+01	2.9161E-01	6.9803E-03
HanXRQChr13g0426261	3.1017E-01	2.1400E+01	-6.8480E+00	1.5762E-01	6.9832E-03
HanXRQChr03g0080661	3.6311E-01	2.3300E+01	3.0290E+00	1.6585E-01	6.9860E-03
HanXRQChr04g0112771	4.6944E+00	2.7900E+01	-7.8120E+00	1.0610E+00	6.9860E-03
HanXRQChr13g0425851	3.6062E-01	2.3200E+01	1.8560E+00	2.1228E-01	6.9889E-03
HanXRQChr09g0276531	1.9074E+01	2.5000E+01	-1.1500E+01	3.3542E+00	6.9889E-03
HanXRQChr13g0394241	9.8039E+00	2.4300E+01	-1.0935E+01	1.4894E+00	6.9945E-03
HanXRQChr06g0174951	2.6440E+01	2.7200E+01	2.9920E+00	4.5664E+00	6.9945E-03
HanXRQChr17g0544261	1.1283E+01	2.2000E+01	4.4000E-01	2.0191E+00	6.9974E-03
HanXRQChr13g0393811	2.7095E+01	2.2200E+01	5.1060E+00	4.7191E+00	7.0002E-03
HanXRQChr08g0208741	1.5110E+00	2.3300E+01	6.2910E+00	5.7580E-01	7.0031E-03
HanXRQChr07g0193191	1.6719E+01	2.3200E+01	-1.0440E+01	3.9207E+00	7.0031E-03
HanXRQChr17g0541861	3.5355E-01	2.3300E+01	2.3300E-01	3.3106E-01	7.0031E-03
HanXRQChr04g0121231	1.7179E+00	2.4300E+01	-1.1421E+01	5.5053E-01	7.0045E-03
HanXRQChr14g0443951	1.9099E+01	2.4900E+01	0.0000E+00	6.7371E+00	7.0045E-03
HanXRQChr11g0351811	1.0304E+00	2.2300E+01	3.7910E+00	4.7583E-01	7.0045E-03
HanXRQChr14g0452591	4.3696E+00	2.4200E+01	3.1460E+00	1.3002E+00	7.0045E-03
HanXRQChr08g0207331	5.9024E+01	2.5700E+01	-1.2593E+01	1.1456E+01	7.0059E-03
HanXRQChr02g0038351	3.3163E+01	2.3500E+01	-1.0105E+01	7.6469E+00	7.0087E-03
HanXRQChr05g0148051	2.8921E+01	2.6400E+01	1.2144E+01	1.3183E+01	7.0087E-03
HanXRQChr08g0228431	1.9227E-01	2.6200E+01	-9.4320E+00	1.4932E-01	7.0116E-03
HanXRQChr06g0174221	9.1297E+00	2.0200E+01	7.0700E+00	9.8385E-01	7.0116E-03
HanXRQChr10g0289401	1.3928E+00	2.2700E+01	-4.3130E+00	6.9676E-01	7.0159E-03
HanXRQChr13g0424751	1.5594E+00	2.5700E+01	-1.0023E+01	4.5412E-01	7.0173E-03
HanXRQChr03g0076541	3.1327E+00	2.7800E+01	-7.7840E+00	9.0334E-01	7.0173E-03
HanXRQChr07g0194731	1.1656E+00	2.4800E+01	-1.1656E+01	3.2778E-01	7.0201E-03
HanXRQChr04g0121651	1.6413E+01	2.3600E+01	4.9560E+00	1.4247E+00	7.0215E-03
HanXRQChr01g0022811	1.2781E-01	2.5200E+01	-9.0720E+00	1.0821E-01	7.0230E-03
HanXRQChr16g0504931	5.0509E-01	2.2700E+01	-1.0669E+01	2.0989E-01	7.0230E-03
HanXRQChr09g0241151	1.0447E+00	2.4200E+01	-1.1132E+01	8.8538E-01	7.0258E-03
HanXRQChr13g0388341	1.3072E+00	2.3600E+01	-9.4400E+00	3.6957E-01	7.0258E-03
HanXRQChr03g0076841	3.0767E+01	2.5300E+01	-6.5780E+00	2.8278E+00	7.0286E-03
HanXRQChr03g0068761	3.3331E+00	2.4000E+01	-3.1200E+00	4.1725E+00	7.0286E-03
HanXRQChr15g0488951	4.6722E-01	2.5700E+01	-1.2593E+01	2.5124E-01	7.0301E-03
HanXRQChr05g0147181	2.3757E+01	2.2400E+01	-4.4800E-01	7.0037E+00	7.0343E-03
HanXRQChr13g0405231	5.7773E-02	2.4000E+01	-1.0560E+01	8.0398E-02	7.0372E-03
HanXRQChr13g0388221	2.8612E+01	2.4900E+01	-9.4620E+00	6.5705E+00	7.0386E-03
HanXRQChr08g0213181	2.2579E+00	2.6800E+01	-8.8440E+00	9.0457E-01	7.0428E-03
HanXRQChr16g0517841	1.4113E-01	2.2600E+01	9.0400E+00	1.2408E-01	7.0428E-03
HanXRQChr14g0440511	1.2982E+01	2.1200E+01	1.2720E+00	1.7854E+00	7.0457E-03
HanXRQChr15g0493101	3.8473E+00	2.5500E+01	-1.0200E+01	2.7453E+00	7.0457E-03
HanXRQChr12g0365891	8.6162E+01	2.5400E+01	-1.0160E+01	1.5015E+01	7.0457E-03
HanXRQChr05g0157111	6.4530E-02	2.1700E+01	4.7740E+00	9.2309E-02	7.0457E-03
HanXRQChr01g0016131	2.5390E+01	2.2100E+01	2.8730E+00	7.0978E+00	7.0485E-03
HanXRQChr04g0126661	3.3511E+01	2.4000E+01	7.4400E+00	3.1399E+00	7.0556E-03
HanXRQChr14g0438311	1.4020E+00	2.3900E+01	-9.5600E+00	8.6742E-01	7.0571E-03
HanXRQChr07g0199591	6.0576E+01	2.2700E+01	2.2700E+00	5.2054E+00	7.0571E-03
HanXRQChr14g0441971	7.4266E+00	2.6000E+01	-1.1440E+01	1.6104E+00	7.0599E-03
HanXRQChr16g0498571	7.0732E-01	2.3600E+01	-1.0148E+01	2.5402E-01	7.0613E-03
HanXRQChr15g0466931	1.2028E+00	2.4000E+01	-1.4400E+00	1.3258E+00	7.0642E-03
HanXRQChr02g0045641	2.3520E+01	2.3900E+01	-2.3900E+00	7.0052E+00	7.0656E-03
HanXRQChr09g0275231	1.5661E+01	2.5400E+01	-1.0668E+01	3.3361E+00	7.0656E-03
HanXRQChr02g0042101	1.8226E+01	2.4000E+01	-1.1760E+01	2.0015E+00	7.0684E-03
HanXRQChr06g0180231	1.5762E+00	2.3700E+01	1.1850E+01	4.6778E-01	7.0698E-03
HanXRQChr13g0406691	9.3343E+00	2.2600E+01	7.0060E+00	2.1144E+00	7.0713E-03
HanXRQChr03g0064321	5.6168E+01	2.3900E+01	-8.8430E+00	1.2122E+01	7.0713E-03
HanXRQChr14g0452181	2.4075E+00	2.4200E+01	1.1132E+01	5.0594E-01	7.0727E-03
HanXRQChr10g0307051	7.3066E+00	2.4000E+01	-1.1280E+01	1.2115E+00	7.0769E-03
HanXRQChr01g0022171	3.1344E+01	2.3200E+01	5.8000E+00	3.6871E+00	7.0798E-03
HanXRQChr15g0497441	9.1173E-01	2.2000E+01	1.1000E+01	2.9535E-01	7.0826E-03
HanXRQChr03g0082051	8.2290E-02	2.1100E+01	6.3300E-01	7.7621E-02	7.0826E-03
HanXRQChr02g0053541	4.4346E+00	2.7700E+01	-9.6950E+00	8.8628E-01	7.0841E-03
HanXRQChr14g0456011	3.7944E+01	2.5200E+01	1.2348E+01	6.0673E+00	7.0841E-03
HanXRQChr08g0229181	1.8479E+01	2.1700E+01	2.6040E+00	3.0945E+00	7.0855E-03
HanXRQChr16g0508741	4.6449E+01	2.2900E+01	-2.0610E+00	5.0165E+00	7.0855E-03
HanXRQChr16g0507401	1.3365E-01	2.5400E+01	-1.1176E+01	1.0498E-01	7.0855E-03
HanXRQChr15g0476271	1.5449E-01	2.3900E+01	7.4090E+00	9.0006E-02	7.0869E-03
HanXRQChr13g0401951	3.2566E+01	2.3200E+01	1.1600E+00	5.9186E+00	7.0883E-03
HanXRQChr13g0394281	1.5293E+01	2.6300E+01	-9.7310E+00	7.4181E+00	7.0883E-03
HanXRQChr09g0247521	7.7849E+00	2.5400E+01	-1.0922E+01	2.7250E+00	7.0912E-03
HanXRQChr02g0049371	1.8866E+01	2.1800E+01	5.0140E+00	2.5316E+00	7.0926E-03
HanXRQChr10g0314511	4.4827E+00	2.2900E+01	4.5800E+00	1.0351E+00	7.0940E-03
HanXRQChr14g0458121	5.9403E+00	2.1900E+01	-5.6940E+00	2.1820E+00	7.1025E-03
HanXRQChr09g0238501	2.6278E+00	2.3000E+01	3.2200E+00	2.3338E+00	7.1025E-03
HanXRQChr16g0515291	3.3457E+01	2.6700E+01	1.3083E+01	3.5310E+00	7.1039E-03
HanXRQChr05g0147801	1.8448E+01	2.7000E+01	-6.2100E+00	2.4570E+00	7.1054E-03
HanXRQChr09g0265241	2.8900E-01	2.1700E+01	7.1610E+00	1.5778E-01	7.1054E-03
HanXRQChr08g0223171	1.4284E-01	2.6600E+01	-9.3100E+00	1.1970E-01	7.1068E-03
HanXRQChr07g0189161	1.0624E+01	2.1900E+01	-5.0370E+00	3.8187E+00	7.1082E-03
HanXRQChr06g0173041	2.4499E+00	2.0800E+01	1.0400E+00	4.6363E-01	7.1139E-03
HanXRQChr14g0428251	2.1056E+01	2.6900E+01	-8.3390E+00	3.7330E+00	7.1167E-03
HanXRQChr07g0188691	6.8419E+00	2.2400E+01	8.0640E+00	4.5680E+00	7.1167E-03
HanXRQChr08g0230561	2.3422E+00	2.2000E+01	6.6000E-01	1.1928E+00	7.1167E-03
HanXRQChr16g0501651	6.7601E+01	2.1000E+01	-2.1000E-01	1.3837E+01	7.1167E-03
HanXRQChr17g0549341	1.6035E-01	2.3000E+01	4.3700E+00	9.0491E-02	7.1182E-03
HanXRQChr02g0058351	1.3586E+01	2.2800E+01	-3.1920E+00	2.1295E+00	7.1196E-03
HanXRQChr05g0134111	4.6256E-01	2.1700E+01	-9.7650E+00	2.0626E-01	7.1267E-03
HanXRQChr03g0091461	4.1700E+01	2.4300E+01	3.1590E+00	4.4336E+00	7.1281E-03
HanXRQChr12g0368541	2.7137E-01	2.3100E+01	-4.1580E+00	1.6102E-01	7.1309E-03
HanXRQChr17g0546031	1.4356E+01	2.4400E+01	-6.8320E+00	2.5270E+00	7.1324E-03
HanXRQChr03g0072811	3.3301E+01	2.4700E+01	6.4220E+00	5.7348E+00	7.1338E-03
HanXRQChr14g0436031	1.8440E-01	2.3800E+01	-9.5200E-01	2.1250E-01	7.1352E-03
HanXRQChr14g0448781	2.0219E+01	2.2400E+01	-8.5120E+00	3.4857E+00	7.1366E-03
HanXRQChr02g0046951	2.4690E+02	2.2400E+01	8.9600E-01	2.9030E+01	7.1366E-03
HanXRQChr14g0441331	1.5431E-01	2.2500E+01	6.0750E+00	2.6014E-01	7.1380E-03
HanXRQChr09g0240721	1.0834E+00	2.5700E+01	0.0000E+00	4.2030E-01	7.1395E-03
HanXRQChr07g0196611	7.1345E+01	2.2400E+01	-5.1520E+00	1.6376E+01	7.1395E-03
HanXRQChr15g0471041	1.2964E+00	2.4500E+01	-8.8200E+00	3.6940E-01	7.1451E-03
HanXRQChr12g0386221	8.0450E-01	2.5800E+01	0.0000E+00	5.0128E-01	7.1480E-03
HanXRQChr05g0160301	1.3304E+01	2.4800E+01	-1.0168E+01	5.1910E+00	7.1480E-03
HanXRQChr14g0462141	1.5138E+00	2.3300E+01	-9.0870E+00	4.4796E-01	7.1494E-03
HanXRQChr11g0329941	1.8917E+01	2.2700E+01	5.6750E+00	1.6659E+00	7.1494E-03
HanXRQChr09g0240371	1.6184E+01	2.3200E+01	1.6240E+00	3.3368E+00	7.1508E-03
HanXRQChr12g0360831	1.1852E+01	2.2500E+01	3.3750E+00	1.3261E+00	7.1508E-03
HanXRQChr05g0157291	6.4057E+01	2.3700E+01	4.2660E+00	7.4451E+00	7.1508E-03
HanXRQChr03g0071641	1.4746E+00	2.3200E+01	-1.0672E+01	5.2178E-01	7.1508E-03
HanXRQChr08g0217911	1.2250E+00	2.5900E+01	-1.0878E+01	3.5001E-01	7.1551E-03
HanXRQChr14g0435361	2.4297E-01	2.4000E+01	1.1760E+01	1.4481E-01	7.1565E-03
HanXRQChr06g0176351	8.4702E+00	2.3300E+01	1.1417E+01	1.3446E+00	7.1565E-03
HanXRQChr10g0306471	6.7065E+00	2.3500E+01	6.5800E+00	2.0134E+00	7.1594E-03
HanXRQChr04g0113341	7.8181E+00	2.1700E+01	1.3020E+00	1.2969E+00	7.1594E-03
HanXRQChr16g0528211	1.1793E+01	2.2600E+01	-6.5540E+00	7.7408E+00	7.1594E-03
HanXRQChr11g0325631	1.3682E+00	2.6600E+01	-9.0440E+00	6.7362E-01	7.1608E-03
HanXRQChr08g0210911	2.7711E-01	2.4100E+01	-7.9530E+00	2.6592E-01	7.1622E-03
HanXRQChr07g0204811	3.5779E+01	2.3400E+01	-1.1232E+01	3.3318E+00	7.1650E-03
HanXRQChr08g0216761	3.9974E+02	2.5200E+01	-1.0080E+01	1.0472E+02	7.1679E-03
HanXRQChr11g0331881	4.4650E+01	2.3800E+01	-9.2820E+00	1.3371E+01	7.1764E-03
HanXRQChr03g0089131	2.0764E+01	2.2100E+01	1.3260E+00	2.8857E+00	7.1778E-03
HanXRQChr15g0481471	1.1630E+01	2.2100E+01	6.4090E+00	2.1120E+00	7.1792E-03
HanXRQChr14g0458511	3.0633E-01	2.6600E+01	-8.7780E+00	1.1792E-01	7.1821E-03
HanXRQChr17g0541921	1.5918E+02	2.3200E+01	3.7120E+00	1.4316E+01	7.1821E-03
HanXRQChr05g0139211	1.0577E+01	2.2700E+01	4.3130E+00	1.6556E+00	7.1920E-03
HanXRQChr14g0456861	1.3794E+01	2.3700E+01	-9.7170E+00	1.7705E+00	7.1934E-03
HanXRQChr09g0271871	1.2826E+00	2.4600E+01	-1.1316E+01	5.3680E-01	7.1934E-03
HanXRQChr14g0428201	3.3131E-01	2.4700E+01	1.0868E+01	2.5955E-01	7.1963E-03
HanXRQChr13g0402341	4.9930E+01	2.6300E+01	-8.4160E+00	7.8887E+00	7.1963E-03
HanXRQChr01g0001671	6.3126E+01	2.4400E+01	-1.0004E+01	8.9589E+00	7.1963E-03
HanXRQChr16g0524651	1.8041E+01	2.2400E+01	-6.9440E+00	5.6356E+00	7.1963E-03
HanXRQChr16g0529251	1.1620E+02	2.4500E+01	-1.1515E+01	5.6075E+01	7.1977E-03
HanXRQChr16g0519171	6.0780E-01	2.1600E+01	-1.0584E+01	1.7639E-01	7.1991E-03
HanXRQChr09g0248221	2.9795E+01	2.6400E+01	-1.1352E+01	2.4047E+00	7.2020E-03
HanXRQChr02g0052071	1.1810E+00	2.4400E+01	-1.1468E+01	4.0645E-01	7.2034E-03
HanXRQChr11g0351141	2.4972E+01	2.2800E+01	1.1400E+00	4.5617E+00	7.2048E-03
HanXRQChr06g0167801	5.2541E+00	2.2000E+01	2.8600E+00	1.4556E+00	7.2048E-03
HanXRQChr11g0326121	1.2628E+02	2.5300E+01	-8.0960E+00	1.0585E+01	7.2077E-03
HanXRQChr08g0231651	1.7488E+01	2.4900E+01	-1.0956E+01	2.2229E+00	7.2105E-03
HanXRQChr09g0244321	1.4459E+00	2.5700E+01	1.2850E+00	5.2017E-01	7.2119E-03
HanXRQChr10g0312701	2.6496E+00	2.2600E+01	5.8760E+00	9.4213E-01	7.2148E-03
HanXRQChr10g0299841	7.0287E+01	2.2000E+01	-9.9000E+00	1.0156E+01	7.2162E-03
HanXRQChr01g0014201	3.2212E+00	2.5500E+01	6.8850E+00	1.0257E+00	7.2162E-03
HanXRQChr15g0486751	2.7658E+01	2.2700E+01	-3.8590E+00	3.1238E+00	7.2190E-03
HanXRQChr10g0309911	5.5193E+00	2.3300E+01	4.1940E+00	9.4314E-01	7.2190E-03
HanXRQChr04g0103951	2.4566E+00	2.6000E+01	9.3600E+00	1.2379E+00	7.2190E-03
HanXRQChr12g0380411	4.7513E+01	2.3600E+01	1.4160E+00	1.1497E+01	7.2204E-03
HanXRQChr05g0138111	1.7268E-01	2.3700E+01	2.3700E+00	1.2899E-01	7.2219E-03
HanXRQChr11g0350961	3.6783E+00	2.3500E+01	1.0575E+01	1.2116E+00	7.2219E-03
HanXRQChr03g0079461	1.1532E+00	2.4600E+01	1.2300E+01	4.5716E-01	7.2219E-03
HanXRQChr10g0297421	4.1496E+01	2.1700E+01	-1.0850E+01	4.5954E+00	7.2219E-03
HanXRQChr04g0121131	1.3316E+00	2.1700E+01	-9.5480E+00	4.3353E-01	7.2247E-03
HanXRQChr10g0291501	5.5396E+00	2.4400E+01	8.5400E+00	9.6199E-01	7.2247E-03
HanXRQChr15g0485751	5.4627E-01	2.2800E+01	5.4720E+00	1.8043E-01	7.2275E-03
HanXRQChr09g0264501	3.4668E+00	2.4600E+01	-8.6100E+00	1.2739E+00	7.2304E-03
HanXRQChr12g0369261	6.5039E-01	2.4200E+01	2.4200E-01	4.5102E-01	7.2332E-03
HanXRQChr17g0570581	2.7273E-01	2.1800E+01	1.7440E+00	1.8794E-01	7.2332E-03
HanXRQChr15g0494101	7.4461E-02	2.4000E+01	-1.1280E+01	7.0543E-02	7.2389E-03
HanXRQChr03g0061181	3.6711E+01	2.3000E+01	-8.2800E+00	7.8602E+00	7.2389E-03
HanXRQChr04g0109751	1.2633E+00	2.4300E+01	-1.0206E+01	7.7595E-01	7.2432E-03
HanXRQChr02g0049721	1.1855E+02	2.2800E+01	1.0488E+01	2.4110E+01	7.2446E-03
HanXRQChr02g0038031	1.5180E-01	2.5200E+01	-9.8280E+00	1.1696E-01	7.2474E-03
